FID,KUNSTWERKID,KUNSTWERKNAAM,KUNSTENAAR,EIGENDOM_VAN,LENGTEGRAAD,BREEDTEGRAAD,RD_X,RD_Y,LOKATIEBEELD,WEBSITEVERWIJZING,FOTO,CONTACT,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
CUL_KUNSTWERKEN.96,167,Geveldecoratie,Piet Schoenmakers,particulier,"5,87698224","51,8446855",188750.48926882347,428569.77663782233,Batavierenweg 70 t/m 136,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=167,167.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188750.489268823 428569.776637822)
CUL_KUNSTWERKEN.97,380,Omgevingsvormgeving,Christiaan Paul Damsté,gemeente Nijmegen,"5,86281372","51,8484202",187771.43405197363,428978.78738168074,Smidstraat (binnenplaats bij Petrus Canisiusschool),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=380,380.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187771.434051974 428978.787381681)
CUL_KUNSTWERKEN.98,510,Vita (negen bronzen elementen),Louise Schouwenberg,gemeente Nijmegen,5.863703,51.871081,187816.17065960905,431500.28692652646,Georges Brassensstraat 61,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=510,510.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187816.170659609 431500.286926526)
CUL_KUNSTWERKEN.99,419,Sculptuur,Christiaan Paul Damsté,gemeente Nijmegen,5.864357,51.831617,187890.0479854179,427110.06955488323,Hobbemastraat/Ruysdaelstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=419,419.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187890.047985418 427110.069554883)
CUL_KUNSTWERKEN.100,556,Intensieve zorg,Theo Schreurs,gemeente Nijmegen,5.860799,51.827829,187647.54610567616,426687.0364922268,Albert Schweitzerlaan/Rode Kruislaan,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=556,556.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187647.546105676 426687.036492227)
CUL_KUNSTWERKEN.101,535,Monument ter herinnering aan de boom van Lücker,Diane Dyckhoff,gemeente Nijmegen,"5,887891","51,838255",189507.12790616974,427859.4871276535,Broerweg/Ubbergseveldweg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=535,535.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (189507.12790617 427859.487127654)
CUL_KUNSTWERKEN.102,536,Belly,Ruud Dijkers,gemeente Nijmegen,"5,86177805","51,8341253",187710.46140897495,427387.9620686286,Archipelstraat/Javastraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=536,536.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187710.461408975 427387.962068629)
CUL_KUNSTWERKEN.103,346,Omgevingsvormgeving,Piet Slegers,gemeente Nijmegen,"5,86763938","51,8294576",188117.8869345835,426871.3203179065,Groenewoudseweg 275,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=346,346.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188117.886934584 426871.320317907)
CUL_KUNSTWERKEN.104,568,De Ark,Studio Job (Job Smeets/Nynke Tynagel),gemeente Nijmegen,"5,84395040","51,8774144",186451.40918382947,432196.16434423154,"Pijlpuntstraat (voorterrein voorzieningenhart De Klif, Oosterhout-Nijmegen)",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=568,568.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186451.409183829 432196.164344232)
CUL_KUNSTWERKEN.105,329,Sculptuur,Arthur Spronken,gemeente Nijmegen,"5,80293243","51,8170001",183665.42212577685,425457.85868826916,Steve Bikoplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=329,329.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (183665.422125777 425457.858688269)
CUL_KUNSTWERKEN.106,356,Labyrinth,Jaap van Hunen,gemeente Nijmegen,"5,86043511","51,8501871",187606.2600129227,429174.29094755417,Waalkade,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=356,356.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187606.260012923 429174.290947554)
CUL_KUNSTWERKEN.107,356,Labyrinth,Klaus van de Locht,gemeente Nijmegen,"5,86043511","51,8501871",187606.2600129227,429174.29094755417,Waalkade,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=356,356.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187606.260012923 429174.290947554)
CUL_KUNSTWERKEN.108,415,Sculptuur,Leo Hutjens,gemeente Nijmegen,"5,87654129","51,8446202",188720.15289567612,428562.3069948253,Barbarossastraat/Reinaldistraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=415,415.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188720.152895676 428562.306994825)
CUL_KUNSTWERKEN.109,502,Blokken,Peter Struycken,gemeente Nijmegen,"5,75744155","51,8243449",180524.59431302547,426258.0228968466,Wijchenseweg (rotonde Bijsterhuizen),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=502,502.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (180524.594313025 426258.022896847)
CUL_KUNSTWERKEN.110,342,Marieke,Paul de Swaaf,gemeente Nijmegen,5.865541,51.836565,187968.03568685133,427661.0884427674,Sumatraplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=342,342.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187968.035686851 427661.088442767)
CUL_KUNSTWERKEN.111,377,Wachteres,Paul de Swaaf,gemeente Nijmegen,5.861684,51.850069,187692.39481744045,429161.71326676826,Waalkade (ter hoogte van de Oude Haven),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=377,377.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187692.39481744 429161.713266768)
CUL_KUNSTWERKEN.112,392,Duikstertje,Paul de Swaaf,particulier,"5,82823861","51,8382878",185395.94296570463,427836.48497335287,Planetenstraat (Sportfondsenbad West),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=392,392.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (185395.942965705 427836.484973353)
CUL_KUNSTWERKEN.113,534,Joods monument,Paul de Swaaf,gemeente Nijmegen,5.862491,51.848690,187749.00128116377,429008.65806206013,Kitty de Wijzeplaats,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=534,534.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187749.001281164 429008.65806206)
CUL_KUNSTWERKEN.114,406,Het zesde zintuig,Jerome Symons,gemeente Nijmegen,"5,86541223","51,8466369",187951.7852835083,428781.564409128,Burchtstraat (patiotuin stadhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=406,406.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187951.785283508 428781.564409128)
CUL_KUNSTWERKEN.115,400,Sculptuur,Wim Korvinus,gemeente Nijmegen,"5,82873783","51,8352064",185432.43191940617,427493.8765945529,Daniëlsplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=400,400.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (185432.431919406 427493.876594553)
CUL_KUNSTWERKEN.116,407,Afsluitpaal,Jerome Symons,gemeente Nijmegen,"5,86338716","51,8477204",187811.4561295447,428901.19096656307,Grote Markt/Sint Stevenskerkhof,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=407,407.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187811.456129545 428901.190966563)
CUL_KUNSTWERKEN.117,501,Mijn liefde neemt de vormen van het vliegen aan,Jerome Symons,gemeente Nijmegen,"5,837828","51,817184",186071.39204519318,425492.66826689325,Niek Engelschmannlaan,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=501,501.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186071.392045193 425492.668266893)
CUL_KUNSTWERKEN.118,305,Entr'acte,Edith Imkamp-van der Does de Willebois,gemeente Nijmegen,5.817281,51.818154,184654.0162187401,425591.9950174488,Depot,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=305,305.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (184654.01621874 425591.995017449)
CUL_KUNSTWERKEN.119,537,Sculptuur ter ere van Joris Ivens,Nur Tarim,particulier,"5,77853816","51,8314766",181974.72725486022,427059.08021821664,Leuvensbroek 60-11,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=537,537.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (181974.72725486 427059.080218217)
CUL_KUNSTWERKEN.120,127,Keizer Traianus,Ed van Teeseling,gemeente Nijmegen,"5,8737163","51,8450009",188525.2024948114,428603.3535509629,Keizer Traianusplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=127,127.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188525.202494811 428603.353550963)
CUL_KUNSTWERKEN.121,127,Keizer Traianus,Charles Hammes,gemeente Nijmegen,"5,8737163","51,8450009",188525.2024948114,428603.3535509629,Keizer Traianusplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=127,127.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188525.202494811 428603.353550963)
CUL_KUNSTWERKEN.122,541,Alma Mater,Nic Jonk,particulier,"5,856420","51,818239",187352.57062092444,425618.1573852247,Comeniuslaan (entree aula Radboud Universiteit),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=541,541.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187352.570620924 425618.157385225)
CUL_KUNSTWERKEN.123,558,Noviomagus (De Godenpijler),Ram Katzir,gemeente Nijmegen,"5,87082310","51,8467832",188324.51715488575,428800.3093555553,Kelfkensbos,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=558,558.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188324.517154886 428800.309355555)
CUL_KUNSTWERKEN.124,367,Siamese Stoel,Thijs van Kimmenade,gemeente Nijmegen,5.876262,51.844457,188701.02956922376,428544.0208130591,Barbarossastraat/Reinaldistraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=367,367.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188701.029569224 428544.020813059)
CUL_KUNSTWERKEN.125,372,Plastiek van de juiste en niet-juiste verhoudingen,Klaus van de Locht,gemeente Nijmegen,"5,79186124","51,8347382",182891.05721899198,427426.9796502446,Broekstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=372,372.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (182891.057218992 427426.979650245)
CUL_KUNSTWERKEN.126,372,Plastiek van de juiste en niet-juiste verhoudingen,Geertjan van Oostende,gemeente Nijmegen,"5,79186124","51,8347382",182891.05721899198,427426.9796502446,Broekstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=372,372.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (182891.057218992 427426.979650245)
CUL_KUNSTWERKEN.127,324,Sculptuur,Yvonne Kracht,gemeente Nijmegen,"5,87618564","51,8455133",188694.97672531175,428661.50242914626,Batavierenweg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=324,324.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188694.976725312 428661.502429146)
CUL_KUNSTWERKEN.128,332,Reeks vormen uit een cirkel,Yvonne Kracht,gemeente Nijmegen,"5,81792147","51,8315515",184689.34121498134,427082.7781738757,Aubadestraat/O.C. Huismanstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=332,332.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (184689.341214981 427082.778173876)
CUL_KUNSTWERKEN.129,548,Kastanjedroom,Carel Lanters,gemeente Nijmegen,"5,854981","51,823679",187249.4566840063,426222.7358248584,Kastanjehof,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=548,548.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187249.456684006 426222.735824858)
CUL_KUNSTWERKEN.130,574,Loden Lady,LaSalle (Albert Goederond/Patty Struik),gemeente Nijmegen,"5,867922","51,846529",188124.8023895781,428770.70170780236,Burchtstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=574,574.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188124.802389578 428770.701707802)
CUL_KUNSTWERKEN.131,516,Sculptuur,Cor Litjens,gemeente Nijmegen,"5,86781193","51,8404432",188121.69682083384,428093.5847818623,Prins Hendrikstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=516,516.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188121.696820834 428093.584781862)
CUL_KUNSTWERKEN.132,409,Afsluitpaal 'Habakuk',Klaus van de Locht,gemeente Nijmegen,5.862024,51.848372,187717.05496334145,428973.0689478775,Noorderkerktrappen,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=409,409.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187717.054963341 428973.068947878)
CUL_KUNSTWERKEN.133,306,Afsluitpaal,Peter van de Locht,gemeente Nijmegen,"5,864626","51,848200",187896.4666952924,428955.10854829213,Kannenmarkt/Korenmarkt,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=306,306.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187896.466695292 428955.108548292)
CUL_KUNSTWERKEN.134,313,"Kern, beweging en relaties",Peter van de Locht,particulier,"5,87770979","51,8443414",188800.88227420326,428531.83262707107,Barbarossastraat 35,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=313,313.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188800.882274203 428531.832627071)
CUL_KUNSTWERKEN.135,341,Het midden en zijn verplaatsing,Peter van de Locht,gemeente Nijmegen,"5,79441225","51,8189939",183076.70052450208,425676.3479759658,Tolhuis 10e straat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=341,341.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (183076.700524502 425676.347975966)
CUL_KUNSTWERKEN.136,351,Drie elementen,Peter van de Locht,gemeente Nijmegen,5.867909,51.828542,188137.14629893823,426769.57969102386,Professor Bellefroidstraat 11,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=351,351.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188137.146298938 426769.579691024)
CUL_KUNSTWERKEN.137,5,Poort met het wapen van de familie Singendonck,Onbekend,gemeente Nijmegen,"5,86558657","51,8469061",187963.60111143382,428811.5929821898,Burchtstraat (Gedeputeerdenplaats stadhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=5,5.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187963.601111434 428811.59298219)
CUL_KUNSTWERKEN.138,7,Poort Oud Burgeren Gasthuis,Onbekend,particulier,"5,86597126","51,8335393",187999.90780305467,427324.66419363173,Professor Cornelissenstraat 2,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=7,7.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187999.907803055 427324.664193632)
CUL_KUNSTWERKEN.139,374,Architectuur der natuur,Peter van de Locht,gemeente Nijmegen,5.860008,51.849935,187577.0145096464,429146.0522611634,Waalkade (ter hoogte van de Oude Haven),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=374,374.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187577.014509646 429146.052261163)
CUL_KUNSTWERKEN.140,375,Twee reliëfs,Peter van de Locht,gemeente Nijmegen,5.860052,51.849926,187580.05266052147,429145.0707134913,Waalkade (ter hoogte van de Oude Haven),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=375,375.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187580.052660521 429145.070713491)
CUL_KUNSTWERKEN.141,418,Zuil,Peter van de Locht,gemeente Nijmegen,"5,864357","51,831617",187890.0479854179,427110.06955488323,Professor Huijbersstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=418,418.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187890.047985418 427110.069554883)
CUL_KUNSTWERKEN.142,352,Zitelement,Marian van Lookeren Campagne,gemeente Nijmegen,5.883667,51.833486,189219.6413969807,427326.92203110293,Elzenstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=352,352.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (189219.641396981 427326.922031103)
CUL_KUNSTWERKEN.143,154,Roeibootje met kinderen,Ed van Teeseling,particulier,"5,89052793","51,8349493",189691.4088890034,427492.9731518922,Berg en Dalseweg 295,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=154,154.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (189691.408889003 427492.973151892)
CUL_KUNSTWERKEN.144,505,Zonder titel,Hieke Luik,particulier,5.843931,51.850029,186469.23041264625,429149.4218041212,In opslag,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=505,505.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186469.230412646 429149.421804121)
CUL_KUNSTWERKEN.145,170,Nils Holgersson,Ed van Teeseling,particulier,5.816504,51.837254,184587.8877153009,427716.6247546128,Energieweg 93,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=170,170.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (184587.887715301 427716.624754613)
CUL_KUNSTWERKEN.146,424,Sculpturen en omgevingsvormgeving,Hans van Lunteren,gemeente Nijmegen,"5,87121309","51,8386533",188357.41521916835,427896.008619274,Daalsedwarsweg/Groesbeeksedwarsweg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=424,424.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188357.415219168 427896.008619274)
CUL_KUNSTWERKEN.147,187,Mercurius,Ed van Teeseling,gemeente Nijmegen,5.817281,51.818154,184654.0162187401,425591.9950174488,Depot,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=187,187.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (184654.01621874 425591.995017449)
CUL_KUNSTWERKEN.148,141,Reliëf,Jac Maris,particulier,5.872237,51.845182,188423.13198898613,428622.81983757013,Sint Jorisstraat 72,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=141,141.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188423.131988986 428622.81983757)
CUL_KUNSTWERKEN.149,338,De Gouden Engel,Ed van Teeseling,gemeente Nijmegen,"5,85850422","51,8471754",187475.3946185254,428838.3632450871,Parkweg/Pijkestraaat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=338,338.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187475.394618525 428838.363245087)
CUL_KUNSTWERKEN.150,116,Gevelplastiek (Amerikaanse parachutist),Charles Hammes,particulier,"5,88634469","51,8123187",189420.37941640682,424973.2579081672,Nijmeegsebaan 53,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=116,116.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (189420.379416407 424973.257908167)
